cidade,área,quartos,banheiros,vagas garagem,andar,animal,mobiliado,condomínio,valor aluguel,valor IPTU,valor seguro,total
Serra,104,1,3,4,8,0,0,1407,6400,1193,142,9142
São Gonçalo,460,2,3,2,9,0,1,4086,1585,1370,158,7199
Vila Velha,309,3,4,2,4,0,1,3820,9406,388,178,13792
Macapá,294,1,4,0,10,1,0,3834,7932,1497,182,13445
Montes Claros,356,3,1,3,6,0,1,982,3873,469,51,5375
Santo André,333,4,4,0,1,1,0,1860,4221,425,155,6661
Montes Claros,399,5,3,1,15,0,1,4669,1125,737,181,6712
Barueri,381,4,1,3,12,0,1,2090,6219,1487,33,9829
Piracicaba,24,3,1,3,3,1,1,3519,4085,174,63,7841
Niterói,124,2,3,2,2,0,1,3898,988,1676,134,6696
Serra,76,2,2,4,11,1,0,3722,4169,393,25,8309
São José dos Campos,351,4,1,0,19,0,0,2186,3886,980,145,7197
Campinas,407,1,4,4,1,1,0,664,7753,824,167,9408
Belo Horizonte,437,3,4,3,12,1,1,3187,2439,395,168,6189
Belo Horizonte,370,1,3,4,13,0,0,980,8601,1419,37,11037
Boa Vista,321,2,2,4,16,1,0,525,3288,1214,111,5138
Ribeirão Preto,341,2,4,0,4,0,0,3938,4361,197,62,8558
Manaus,303,2,3,3,2,0,0,1095,5509,509,133,7246
Rio de Janeiro,385,4,1,0,8,1,0,3536,9080,350,144,13110
Uberlândia,274,5,1,0,18,0,1,3369,6518,1832,169,11888
São Gonçalo,253,5,1,0,6,1,1,4828,1681,684,113,7306
Belém,286,5,4,2,10,0,1,1584,6694,1258,73,9609
Curitiba,444,2,2,3,6,1,1,968,5875,1547,186,8576
Rio de Janeiro,239,4,3,0,2,1,0,4004,1989,1967,157,8117
João Pessoa,378,5,4,4,11,1,1,3714,8978,1115,63,13870
Macapá,148,4,2,2,9,1,0,1944,7657,183,40,9824
Ribeirão Preto,349,5,1,3,10,1,0,581,6317,1764,122,8784
Maringá,479,1,3,3,2,1,1,4616,7814,118,79,12627
Boa Vista,234,4,4,2,13,1,0,4743,5760,1016,140,11659
Aracaju,452,1,1,0,17,1,1,2092,6251,677,73,9093
Goiânia,266,4,4,1,5,1,1,1680,9647,1030,180,12537
Jaboatão dos Guararapes,288,2,1,1,3,1,1,3126,7498,661,66,11351
Goiânia,221,4,2,4,17,0,0,2517,1092,117,91,3817
Porto Alegre,320,3,1,2,14,1,1,1448,4039,1431,114,7032
Vila Velha,425,4,3,1,10,0,0,3573,7631,1768,179,13151
São Gonçalo,55,1,2,2,10,0,1,4061,9151,222,169,13603
Jundiaí,40,5,1,1,19,1,0,1257,9257,65,183,10762
Contagem,372,3,2,4,5,0,0,2957,2807,1592,144,7500
Belo Horizonte,412,2,1,1,1,0,1,1092,7371,1624,19,10106
Maceió,222,5,4,2,3,1,1,1623,8589,750,107,11069
Piracicaba,321,1,4,4,13,1,1,1836,9141,627,179,11783
Vila Velha,197,1,1,4,5,0,1,4964,7476,258,98,12796
São Luís,21,4,1,2,9,1,0,304,1382,788,166,2640
Porto Velho,443,1,3,2,7,0,0,3086,1854,1590,196,6726
Duque de Caxias,417,4,1,2,13,0,1,784,4481,816,33,6114
Vitória,78,1,4,1,1,1,1,275,1575,1035,91,2976
Duque de Caxias,391,1,4,3,10,1,1,3443,1996,1867,25,7331
Belém,127,3,3,4,0,0,0,2152,8503,1736,115,12506
Jaboatão dos Guararapes,151,1,2,2,2,0,0,1941,4029,1666,95,7731
Santo André,422,4,4,2,18,0,0,2577,4675,1057,98,8407
Natal,283,1,1,1,16,0,0,2957,970,1722,142,5791
Porto Alegre,88,5,4,4,7,0,0,2527,7129,476,70,10202
Duque de Caxias,167,5,4,3,14,0,0,4600,2312,508,80,7500
Vitória,112,5,3,4,13,0,0,2995,1905,351,140,5391
Teresina,200,2,4,3,9,1,1,138,7081,872,126,8217
Osasco,237,3,3,2,18,1,1,2089,7482,1101,55,10727
São Gonçalo,294,1,3,3,7,0,0,3828,5699,1,166,9694
Florianópolis,373,2,1,1,18,0,0,1887,1511,1227,154,4779
Contagem,463,5,3,0,1,0,1,4270,1099,649,28,6046
Mogi das Cruzes,63,1,1,2,7,1,1,1035,1870,821,88,3814
São Paulo,117,4,2,3,5,1,0,1775,6622,930,95,9422
Mogi das Cruzes,278,2,2,2,4,1,0,3329,2890,1071,148,7438
Betim,139,4,4,1,3,1,1,4135,5891,1675,66,11767
Brasília,139,3,4,1,14,1,0,1677,7456,1295,113,10541
Aparecida de Goiânia,324,5,3,2,7,1,0,2191,4981,1630,102,8904
Vitória,163,3,2,0,19,0,0,4220,4281,98,85,8684
Salvador,22,3,1,2,13,0,0,4785,2426,693,62,7966
Santo André,308,1,3,2,11,1,1,1500,2859,1502,108,5969
Guarulhos,72,2,1,1,10,1,1,1425,3678,1278,55,6436
Piracicaba,222,2,1,4,5,1,0,1783,5049,98,134,7064
Salvador,414,1,1,4,7,1,0,1371,9998,1615,136,13120
Mogi das Cruzes,116,2,2,4,8,0,1,2260,9260,1450,94,13064
Contagem,101,1,1,4,19,0,0,3818,1391,794,142,6145
Manaus,372,2,3,3,3,0,1,3126,5351,246,116,8839
João Pessoa,76,5,1,3,7,1,0,2512,7199,1795,53,11559
São Paulo,124,1,4,0,10,0,1,1488,2380,696,115,4679
Ribeirão Preto,88,5,3,2,11,0,0,1396,6140,980,81,8597
São José dos Campos,366,2,3,4,7,0,0,317,9142,1764,140,11363
Niterói,124,2,1,4,19,1,0,143,2361,1417,197,4118
Belo Horizonte,119,1,2,3,9,1,0,3398,4248,1991,137,9774
Joinville,396,3,1,1,17,1,1,224,6922,772,55,7973
João Pessoa,182,2,2,3,8,1,1,379,912,592,57,1940
Brasília,126,3,3,2,14,1,1,1934,4554,1587,13,8088
Belém,333,1,4,3,16,0,1,3337,9367,1307,176,14187
Porto Alegre,284,5,2,0,14,1,1,643,6068,1597,116,8424
São José dos Campos,60,1,3,2,19,0,0,2775,3639,132,14,6560
Maceió,343,1,4,3,13,0,1,1479,8321,499,53,10352
Uberlândia,360,3,4,4,18,0,1,256,1187,332,90,1865
Guarulhos,309,4,2,1,0,0,1,183,5364,866,199,6612
Niterói,130,5,2,3,14,1,1,803,5032,365,43,6243
Campinas,275,1,1,0,5,1,0,2324,2140,820,48,5332
Natal,354,5,2,4,19,0,0,1132,4498,1299,31,6960
Rio de Janeiro,101,4,2,3,13,0,1,2269,972,554,38,3833
Aracaju,409,1,2,3,15,1,0,3796,2250,776,23,6845
Betim,255,5,1,2,1,0,1,436,9871,1917,135,12359
Vitória,25,3,1,2,11,1,1,3084,7593,1534,119,12330
Aparecida de Goiânia,72,2,3,2,17,1,1,2954,3078,1173,95,7300
São Gonçalo,217,1,4,2,18,0,0,3236,8513,1710,151,13610
Uberlândia,271,3,4,2,17,0,1,1533,2039,242,20,3834
São Luís,153,1,3,3,14,0,1,4234,704,22,139,5099
São Gonçalo,61,4,4,4,3,0,1,2069,1894,1669,199,5831
Macapá,397,4,3,2,16,1,1,2461,7088,780,15,10344
Belém,363,5,2,4,8,1,0,2760,1781,230,191,4962
Feira de Santana,90,2,1,3,19,0,1,3509,8662,1965,179,14315
Londrina,327,1,3,1,1,1,1,4339,8219,236,190,12984
Fortaleza,351,5,2,4,15,0,0,1420,9683,508,123,11734
Sorocaba,131,5,2,1,19,0,1,459,4153,954,123,5689
Vila Velha,269,4,1,4,17,0,1,196,1665,387,197,2445
Boa Vista,467,1,4,3,14,1,1,4578,925,1571,174,7248
Florianópolis,69,2,2,1,6,1,0,2783,9043,1120,199,13145
Betim,281,4,4,1,14,0,0,1399,2487,1825,43,5754
Uberlândia,481,3,3,4,10,1,1,2605,5701,393,122,8821
Ribeirão Preto,25,2,4,4,19,0,0,3979,5518,1722,145,11364
Porto Alegre,105,1,2,0,4,0,1,3390,1308,438,130,5266
Contagem,464,1,1,1,0,0,1,1390,9523,994,91,11998
Brasília,267,5,1,3,14,0,0,3151,2041,920,45,6157
João Pessoa,186,4,4,4,13,0,1,445,2867,177,48,3537
Belém,331,1,4,0,8,0,0,3525,4660,1155,89,9429
Porto Alegre,166,5,3,1,5,1,0,996,3345,1099,22,5462
Jaboatão dos Guararapes,126,3,3,0,10,0,1,2575,2121,1847,105,6648
Niterói,199,3,4,1,0,1,0,2372,9049,174,74,11669
Joinville,227,1,3,1,16,1,0,3,7754,1291,184,9232
Caxias do Sul,495,2,3,3,4,0,0,888,3178,775,36,4877
Santo André,47,5,4,4,17,1,0,3492,3345,407,160,7404
Aparecida de Goiânia,371,4,4,1,17,1,0,2205,9849,217,196,12467
Porto Alegre,276,5,2,1,16,0,0,1690,5296,1617,163,8766
São Luís,90,5,3,2,19,0,0,4522,8923,1741,149,15335
Serra,50,4,1,4,1,1,0,855,3201,1398,171,5625
Jundiaí,154,5,1,3,13,1,0,4475,7489,441,81,12486
Maringá,436,1,3,0,3,0,1,1558,6541,1261,133,9493
São Luís,115,1,1,2,7,0,1,2897,8969,446,52,12364
Contagem,460,3,2,1,9,0,1,1810,6627,346,89,8872
Jaboatão dos Guararapes,26,5,4,4,17,1,1,729,8803,763,17,10312
Sorocaba,102,5,4,2,3,1,1,745,6846,942,19,8552
Piracicaba,203,1,2,4,0,1,0,354,7962,1752,187,10255
Salvador,377,2,2,1,5,1,0,2306,3083,823,52,6264
São Paulo,250,1,4,2,9,1,1,3905,8058,257,30,12250
Betim,175,1,2,3,8,1,1,2605,9212,694,105,12616
Campinas,359,5,1,1,19,1,1,1830,3055,911,25,5821
Vitória,212,1,3,1,4,0,1,4574,3104,1542,74,9294
Belém,281,1,2,0,5,0,0,88,2273,138,198,2697
Montes Claros,351,3,3,1,14,1,1,4453,7914,867,27,13261
Mogi das Cruzes,288,5,4,2,17,1,0,2624,7508,209,96,10437
Belém,120,5,2,3,16,1,0,4067,3081,1076,188,8412
Jaboatão dos Guararapes,20,2,1,4,14,0,1,979,2101,429,198,3707
Uberlândia,230,4,4,0,0,0,0,1898,9552,157,180,11787
Barueri,87,2,2,2,8,0,0,816,835,658,77,2386
Niterói,190,4,1,2,16,1,0,1998,8916,674,61,11649
Salvador,298,5,1,1,18,1,0,4302,5200,1295,121,10918
São Paulo,404,3,4,1,12,1,0,4313,9156,1396,32,14897
Londrina,227,3,3,0,8,1,0,1449,3611,1522,131,6713
São Paulo,141,5,3,2,9,0,1,3179,9942,693,173,13987
Santo André,213,3,4,1,0,0,1,3775,3970,684,117,8546
São Paulo,172,1,2,0,11,1,1,3035,4269,80,141,7525
Joinville,66,2,3,0,0,1,1,3384,7586,1478,139,12587
Belo Horizonte,357,5,4,3,19,1,0,1289,9660,1225,86,12260
Goiânia,231,4,4,2,0,0,1,179,9778,261,172,10390
Caxias do Sul,307,2,1,1,15,0,0,328,5261,1689,170,7448
Campinas,246,3,3,0,15,1,1,3305,1171,1497,128,6101
Osasco,229,1,3,0,17,1,1,200,7713,467,109,8489
Porto Alegre,244,1,4,1,1,1,1,4708,4192,1624,142,10666
João Pessoa,364,1,2,2,0,0,1,4130,2464,1733,191,8518
São José dos Campos,247,4,4,4,10,1,1,3401,2555,1273,30,7259
Florianópolis,284,3,4,1,5,1,0,2527,1689,1181,160,5557
São Luís,165,5,1,1,3,1,1,420,5347,1058,75,6900
Caxias do Sul,37,1,3,0,9,0,0,1810,9016,107,173,11106
Boa Vista,260,2,2,4,11,1,0,765,1897,1400,189,4251
Piracicaba,222,4,4,3,11,1,1,3758,6913,1312,45,12028
Piracicaba,93,2,2,1,1,0,0,4288,2365,154,21,6828
Sorocaba,97,4,3,0,16,1,0,4041,7354,304,31,11730
Aracaju,295,5,1,4,1,0,1,4350,3293,367,55,8065
Campinas,467,4,4,2,12,0,1,2918,5972,803,198,9891
Caxias do Sul,288,2,1,0,3,1,1,4905,1684,324,84,6997
São José dos Campos,439,5,1,3,15,1,1,1788,2657,1109,59,5613
São Luís,80,4,1,4,11,0,0,1876,7864,1651,142,11533
Betim,114,2,3,4,12,0,0,788,880,1102,125,2895
Barueri,74,4,2,0,8,1,0,2573,7040,258,162,10033
Curitiba,344,2,2,1,13,0,0,3354,2472,206,32,6064
Aracaju,217,3,2,4,8,1,1,4316,2594,528,75,7513
São Luís,194,2,1,0,15,0,0,102,8525,1954,124,10705
Porto Alegre,160,3,1,3,16,1,0,2796,4564,1358,178,8896
Porto Velho,466,2,3,0,10,0,1,2206,3388,319,178,6091
Londrina,335,1,4,0,14,1,0,4413,763,1186,18,6380
Vila Velha,463,2,2,2,19,1,0,3918,4840,1685,193,10636
Boa Vista,305,2,2,2,1,0,1,263,4902,35,43,5243
Campo Grande,241,1,3,0,15,0,0,3625,7099,204,157,11085
Rio de Janeiro,95,2,1,1,13,1,1,1725,6633,936,55,9349
Ananindeua,300,4,3,4,1,1,1,1595,2385,1182,36,5198
Belém,371,3,4,4,9,1,1,3911,2796,966,56,7729
Macapá,193,4,2,4,14,0,1,4987,3469,1174,146,9776
Mogi das Cruzes,390,1,1,2,19,0,0,2148,9788,1956,190,14082
Belo Horizonte,109,5,1,2,5,0,0,497,4185,664,107,5453
Maringá,196,1,2,0,18,1,0,2038,514,1694,36,4282
Natal,128,2,3,3,5,0,1,3424,8674,872,185,13155
Osasco,253,2,3,0,17,1,0,2453,9816,1055,85,13409
São José dos Campos,141,4,2,1,1,1,1,753,9144,655,85,10637
Fortaleza,353,3,2,1,9,0,1,3504,9914,1271,173,14862
Porto Velho,102,4,2,3,12,0,1,3921,6833,70,187,11011
Uberlândia,431,2,2,1,16,0,0,1420,637,441,195,2693
Betim,366,1,2,3,14,1,0,1759,7647,925,89,10420
Betim,434,2,2,3,19,0,0,674,1024,1637,199,3534
Belo Horizonte,461,5,2,0,12,1,1,4696,9809,1622,40,16167
Contagem,477,2,1,2,4,1,0,3933,4967,662,99,9661
Sorocaba,333,1,4,4,12,1,0,964,1110,1544,118,3736
Porto Velho,193,2,4,4,6,0,0,4756,1427,802,189,7174
Aracaju,255,2,3,2,2,1,1,339,890,30,62,1321
Maringá,316,1,4,4,0,1,0,4136,9471,513,171,14291
Londrina,457,4,1,1,3,0,0,2871,5692,1144,178,9885
Rio de Janeiro,223,3,2,1,3,0,0,68,1824,76,14,1982
Fortaleza,237,3,3,3,8,0,1,4137,7923,1779,135,13974
Brasília,476,4,2,4,13,0,1,1663,3977,185,158,5983
Jaboatão dos Guararapes,230,2,3,3,13,1,1,1091,2639,963,149,4842
Mogi das Cruzes,30,2,2,2,6,1,0,473,7863,1612,105,10053
Campo Grande,20,5,3,1,11,0,1,3443,8702,1476,20,13641
São José dos Campos,129,4,1,4,12,0,0,2250,8992,290,140,11672
Cuiabá,276,2,4,3,18,0,0,3423,6507,1908,60,11898
São José dos Campos,83,3,4,1,3,1,1,1197,6024,570,76,7867
Feira de Santana,458,4,2,3,3,0,0,3631,9343,1096,173,14243
Jundiaí,442,1,2,2,10,0,1,1895,9397,1786,83,13161
Vitória,79,1,2,3,4,1,0,1830,8597,1688,137,12252
Cuiabá,345,5,3,3,12,0,0,1573,4877,718,155,7323
Osasco,473,5,1,1,16,0,0,1059,4244,34,63,5400
Maceió,62,3,3,4,17,1,1,3912,9309,415,197,13833
Porto Alegre,22,3,1,2,4,1,0,1709,4342,1043,44,7138
Porto Alegre,477,2,2,0,5,0,1,2332,981,419,139,3871
Belém,64,4,2,0,1,0,0,1290,5936,1500,157,8883
Natal,50,2,4,2,19,0,1,4079,1118,1224,184,6605
Caxias do Sul,487,3,4,2,4,0,1,172,9711,407,168,10458
Salvador,214,2,3,4,18,1,1,3325,9551,944,19,13839
Jaboatão dos Guararapes,361,3,2,1,8,0,0,2197,8463,35,48,10743
Campo Grande,308,1,3,1,7,1,1,1795,8761,847,40,11443
Belo Horizonte,70,4,3,2,11,1,1,4789,4164,1037,122,10112
Natal,308,1,3,1,2,0,1,1593,2368,474,192,4627
Curitiba,216,2,1,2,4,1,0,828,7426,108,22,8384
Montes Claros,425,5,1,4,10,1,0,945,5565,1952,124,8586
Guarulhos,499,3,2,3,5,1,1,1601,5793,542,26,7962
Sorocaba,152,2,4,2,4,0,1,2991,7147,1848,120,12106
Manaus,109,4,3,1,3,1,0,3859,841,1480,55,6235
São Paulo,314,1,2,2,10,1,0,112,6766,54,181,7113
Teresina,368,3,4,3,8,1,1,4734,6074,1648,177,12633
Betim,286,2,1,0,18,1,1,4120,9375,618,99,14212
Manaus,132,1,2,1,5,1,0,321,7556,1147,196,9220
Rio de Janeiro,214,4,3,4,0,0,0,1228,5129,1863,183,8403
Londrina,495,4,2,4,3,0,0,3042,2320,88,37,5487
Joinville,188,4,3,2,3,1,0,4001,531,824,192,5548
Jaboatão dos Guararapes,251,2,1,1,1,0,1,2137,9786,805,56,12784
Goiânia,250,5,1,0,19,0,0,2026,771,572,165,3534
Uberlândia,289,2,3,4,11,1,1,2924,2697,1485,190,7296
Osasco,454,5,3,4,12,0,1,908,5594,1193,42,7737
Goiânia,333,1,1,1,7,0,0,1317,2464,658,131,4570
Florianópolis,233,2,3,0,12,1,1,4753,1278,498,111,6640
Barueri,439,4,1,0,5,1,0,1818,9421,901,12,12152
Belo Horizonte,233,2,4,0,1,1,1,3001,6597,1062,73,10733
Campinas,46,1,3,4,0,0,1,3026,3504,1260,83,7873
Uberlândia,110,1,4,3,9,1,1,2115,4789,640,37,7581
Boa Vista,310,2,3,1,5,1,0,2405,7982,741,60,11188
Contagem,405,1,2,0,7,0,1,1511,7183,87,89,8870
Teresina,177,1,1,3,19,1,0,2632,8244,807,122,11805
Aparecida de Goiânia,156,5,1,3,17,0,1,3186,2125,935,53,6299
São José dos Campos,114,5,4,2,11,1,0,4656,1967,524,141,7288
Montes Claros,108,2,4,2,12,0,1,3924,2929,524,131,7508
Londrina,433,3,3,4,12,0,0,3660,6104,1387,48,11199
Macapá,470,3,2,0,7,0,1,4773,5511,1814,151,12249
Campo Grande,82,2,4,3,7,0,1,1833,6493,17,19,8362
Florianópolis,101,2,2,4,18,1,0,3416,8221,902,78,12617
Santo André,437,2,2,1,8,0,1,4273,5239,1788,163,11463
Macapá,288,1,1,0,16,0,0,3706,2927,600,122,7355
Contagem,148,5,1,2,5,0,1,1040,586,1034,33,2693
Duque de Caxias,133,1,4,1,12,1,1,3972,9115,1434,71,14592
Boa Vista,375,1,3,4,16,0,1,1303,8304,1214,12,10833
São José dos Campos,239,3,3,2,3,1,0,3153,3778,1951,129,9011
Feira de Santana,348,2,4,2,10,0,0,2761,766,766,33,4326
Fortaleza,247,2,2,1,19,0,0,2926,8796,360,112,12194
Mogi das Cruzes,456,4,2,3,16,1,1,1925,7279,1802,25,11031
Feira de Santana,151,3,4,3,1,1,1,2417,4466,1339,161,8383
Rio de Janeiro,407,2,1,0,8,0,0,2455,9379,795,146,12775
Niterói,456,4,1,2,14,1,0,398,4094,1932,162,6586
Manaus,490,2,1,0,1,0,1,4061,3486,777,89,8413
Florianópolis,498,1,4,4,17,1,1,4062,5258,954,115,10389
Betim,260,1,2,2,1,1,1,3620,4312,667,188,8787
Rio de Janeiro,75,5,4,4,9,1,0,4922,5018,979,48,10967
São Luís,184,4,4,2,12,0,1,228,4200,533,192,5153
Vitória,282,2,3,3,14,0,1,3892,4686,763,129,9470
João Pessoa,79,3,4,4,14,0,1,3995,4243,852,49,9139
Ananindeua,152,2,2,2,14,1,1,3302,9245,1100,174,13821
Porto Alegre,94,2,1,0,3,1,0,1286,4733,1364,169,7552
Maceió,297,1,3,3,16,1,1,2618,8336,572,32,11558
Vila Velha,221,1,2,3,5,1,1,2324,8390,1160,56,11930
Natal,163,2,4,4,0,1,1,3652,4846,171,102,8771
Teresina,174,4,2,4,1,1,0,1644,6618,1819,62,10143
Aracaju,237,2,2,4,8,1,0,3096,6704,467,180,10447
Jaboatão dos Guararapes,239,5,2,4,5,1,1,4805,1500,1507,105,7917
Belém,283,1,1,2,6,0,0,4493,8537,1644,144,14818
Vitória,348,3,3,0,12,0,1,3244,2422,1871,51,7588
Porto Velho,171,5,4,2,13,1,1,523,962,983,187,2655
Barueri,229,1,2,1,7,0,1,2337,6781,1595,102,10815
Macapá,169,1,4,1,5,0,1,2360,8407,614,167,11548
São Paulo,271,2,3,4,2,0,0,1649,5994,1780,23,9446
Campo Grande,48,5,1,1,5,1,0,4868,1501,1487,102,7958
Mogi das Cruzes,216,1,1,2,11,0,0,3231,3034,787,126,7178
Feira de Santana,70,4,1,2,18,1,0,2484,6223,617,112,9436
Fortaleza,433,4,1,2,18,1,1,327,6114,1744,104,8289
Belém,288,5,1,1,15,1,0,2962,7220,617,184,10983
Belo Horizonte,290,2,4,0,3,1,0,1408,800,480,60,2748
Joinville,412,1,3,3,7,1,0,4202,3366,108,30,7706
Sorocaba,199,2,3,1,19,0,0,528,6331,941,108,7908
Mogi das Cruzes,415,3,4,3,7,1,1,1155,3305,1383,168,6011
Macapá,456,1,3,1,18,1,0,1492,4755,463,81,6791
Goiânia,183,5,4,3,11,0,1,3935,1694,794,62,6485
Serra,117,2,1,1,16,0,1,4996,3967,1970,11,10944
Salvador,169,3,4,1,12,0,1,2341,4522,598,109,7570
Brasília,55,5,3,2,7,1,1,1218,2932,1983,146,6279
Cuiabá,299,1,3,2,1,0,0,4829,9884,67,42,14822
Mogi das Cruzes,102,4,1,1,9,1,1,2692,5668,1800,173,10333
Manaus,222,1,1,0,10,1,0,902,8427,973,69,10371
Barueri,434,1,4,1,14,1,1,4278,3643,622,170,8713
Macapá,88,4,2,4,13,0,1,411,7297,1261,17,8986
Vitória,179,4,1,0,1,0,1,2271,8066,1624,166,12127
Vitória,476,5,3,3,16,1,1,4419,8530,1887,160,14996
Joinville,122,2,2,2,10,1,1,3103,1193,805,38,5139
Campo Grande,234,2,4,2,17,0,1,4369,4976,1911,41,11297
Salvador,241,3,1,4,13,1,0,2728,2044,458,172,5402
Florianópolis,154,5,3,4,2,1,0,1657,4543,1030,167,7397
São Paulo,185,5,4,4,1,0,0,756,4753,967,72,6548
Campinas,349,4,2,4,3,0,0,4209,8270,281,192,12952
Caxias do Sul,324,5,3,2,4,0,0,4962,6187,1004,21,12174
São Luís,103,5,1,3,8,1,1,2644,1568,1696,11,5919
Natal,48,4,2,1,11,1,0,4319,6091,192,171,10773
Sorocaba,328,1,1,0,9,0,0,3568,6449,324,190,10531
Macapá,223,3,3,4,11,0,0,3063,2618,731,184,6596
Ananindeua,294,1,1,4,5,1,1,738,7426,1932,11,10107
Porto Velho,497,1,2,4,6,0,1,2098,8264,631,35,11028
Serra,230,4,3,2,14,1,1,4591,7050,1952,111,13704
Porto Velho,143,1,1,1,12,0,1,296,501,1844,12,2653
São Gonçalo,410,4,4,4,6,1,1,3837,3481,926,130,8374
São José dos Campos,164,2,1,0,5,1,1,348,1806,137,42,2333
Teresina,109,4,2,1,15,1,0,1,6008,591,173,6773
Brasília,86,1,4,1,17,1,1,3287,3577,1094,107,8065
Belém,354,1,4,0,8,1,0,4276,3283,1861,45,9465
São Paulo,86,2,3,0,16,1,0,1947,4779,757,45,7528
Caxias do Sul,471,2,1,1,13,1,1,3074,504,1018,155,4751
Jaboatão dos Guararapes,156,1,1,1,10,1,1,1905,4101,673,129,6808
Curitiba,233,1,4,1,10,1,0,2617,9949,17,137,12720
Uberlândia,84,5,2,3,4,0,1,1665,2819,228,27,4739
Goiânia,450,2,1,0,9,0,0,1189,8689,1271,36,11185
Ananindeua,407,3,4,2,15,0,0,882,2105,1966,101,5054
Brasília,498,3,2,0,17,0,0,4614,7744,1015,162,13535
São Paulo,320,4,4,3,12,0,1,4422,995,494,170,6081
Caxias do Sul,212,2,3,4,18,1,0,743,6462,964,154,8323
Guarulhos,329,5,4,2,14,0,0,1026,9727,116,45,10914
Recife,175,3,1,2,11,0,1,4836,2301,424,180,7741
Maceió,493,2,4,0,13,1,0,4046,963,1886,59,6954
Uberlândia,454,4,2,4,14,1,0,4212,1135,766,190,6303
Rio de Janeiro,92,1,3,4,5,0,1,4438,893,1822,151,7304
Recife,237,5,4,3,18,0,0,643,3455,999,184,5281
Salvador,273,3,2,3,8,0,0,986,3536,1551,174,6247
Salvador,274,1,3,0,13,1,0,1966,7293,1174,167,10600
Natal,339,3,3,4,2,0,0,1577,1096,1265,198,4136
Vitória,116,3,1,4,1,1,1,1920,9966,1542,115,13543
Manaus,229,1,4,1,13,1,1,1642,5092,1393,66,8193
Joinville,417,5,3,3,8,0,0,4355,1524,790,149,6818
Ananindeua,294,5,1,4,12,0,1,3314,2905,759,12,6990
Porto Velho,265,5,4,2,15,0,0,1497,8739,239,132,10607
Porto Velho,387,1,4,2,19,0,0,4450,5192,829,19,10490
Guarulhos,337,2,4,1,3,0,1,2546,3795,824,17,7182
São Luís,110,5,2,0,2,1,1,2036,2646,699,79,5460
Piracicaba,385,3,3,3,1,0,0,2588,9521,1166,15,13290
Niterói,363,5,3,2,10,1,1,1028,9050,1737,55,11870
Recife,405,2,4,0,5,0,1,19,8538,1183,121,9861
Salvador,420,5,4,0,9,1,0,1575,2681,1886,193,6335
Osasco,36,2,1,4,2,1,1,221,4279,955,45,5500
São José dos Campos,370,5,1,3,17,1,0,3647,1238,1191,96,6172
Natal,418,2,1,1,0,0,1,1950,4887,1056,20,7913
Jundiaí,23,2,4,4,0,1,0,4935,3706,782,175,9598
Jundiaí,318,2,4,4,19,1,1,2382,2491,1466,78,6417
Ananindeua,394,2,2,4,16,0,1,4864,2455,518,125,7962
São José dos Campos,20,4,3,0,17,0,1,2540,8154,1021,194,11909
São Gonçalo,293,3,1,2,14,0,1,2688,3054,341,56,6139
Mogi das Cruzes,267,3,3,2,11,1,1,2792,1600,1369,151,5912
São Luís,372,4,2,1,5,1,0,3963,2308,502,13,6786
Porto Alegre,455,3,1,2,6,1,1,4349,2418,110,86,6963
Natal,259,1,2,3,15,0,0,1361,6357,638,92,8448
Natal,456,5,4,3,8,0,1,2593,2123,151,158,5025
Brasília,104,3,4,2,18,0,0,124,4240,158,105,4627
Ribeirão Preto,233,4,4,3,14,1,0,4634,8329,1372,172,14507
Vila Velha,204,2,3,4,17,1,0,1638,8598,436,97,10769
Cuiabá,316,4,2,0,19,0,0,3709,5492,778,197,10176
Teresina,37,4,2,4,3,1,0,3064,674,1948,140,5826
Vitória,354,1,4,0,15,1,1,831,5010,1154,88,7083
Feira de Santana,406,1,3,0,11,1,1,2071,3292,1413,188,6964
Campo Grande,478,3,4,4,4,0,0,2144,1579,171,50,3944
Belém,324,3,2,0,5,1,0,3946,1204,1425,109,6684
Maceió,295,3,3,0,0,0,1,1853,2361,723,58,4995
Ribeirão Preto,304,2,4,3,9,1,0,4748,1993,29,38,6808
Ribeirão Preto,157,2,1,4,8,0,0,2605,9202,1424,68,13299
Montes Claros,188,2,3,0,14,1,1,2319,3193,1326,166,7004
Manaus,473,1,3,0,10,1,1,2032,4247,130,90,6499
Piracicaba,82,2,4,4,13,0,1,263,4242,1417,75,5997
São Paulo,317,3,1,4,6,1,1,4840,5852,1001,106,11799
Santo André,294,1,1,4,16,1,0,215,2993,1188,38,4434
Montes Claros,462,3,2,0,0,1,0,3075,1035,444,170,4724
Natal,365,3,3,2,6,1,1,4884,6035,1755,37,12711
Betim,306,1,2,4,4,0,0,643,8450,348,32,9473
Betim,482,5,3,0,1,0,1,2684,4735,719,131,8269
Maceió,498,1,1,1,19,1,0,4405,4062,29,164,8660
Feira de Santana,437,1,3,3,14,0,1,1656,6347,332,12,8347
Vila Velha,237,2,2,2,18,1,0,1381,4532,1604,114,7631
Belo Horizonte,202,1,1,2,10,1,1,4017,9759,1456,146,15378
São José dos Campos,112,1,1,3,1,0,1,4007,6578,1164,143,11892
Belém,400,4,4,1,17,0,0,2682,9657,1675,79,14093
Duque de Caxias,291,3,4,1,2,0,0,580,8787,292,43,9702
